Station_ID,Station_Name,Location_Label,Interval_Minutes,Interval_End_Time,Wind_Velocity_Mtr_Sec,Wind_Direction_Variance_Deg,Wind_Direction_Deg,Ambient_Temperature_Deg_C,Global_Horizontal_Irradiance
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 14:15,1.85,93.1,231.9,14.64,2.846
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 14:20,1.796,86.3,197.5,14.75,2.895
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 14:25,1.761,92.6,274.1,14.71,2.922
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 14:30,1.932,81.3,184.2,14.54,2.931
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 14:35,2.036,86.1,193.8,14.33,2.834
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 14:40,2.033,93.1,174.2,14.11,2.854
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 14:45,2.197,88.6,197.9,14.05,2.765
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 14:50,2.247,73.11,220.8,13.8,2.784
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 14:55,1.986,90.4,257.6,13.69,2.799
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 15:00,2.185,88.8,201.3,13.67,2.7
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 15:05,2.132,83.6,197.1,13.22,2.646
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 15:10,2.335,89.9,223.8,13.05,2.64
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 15:15,2.106,80.2,208.6,12.78,2.781
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 15:20,2.174,78.16,207.3,12.61,2.59
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 15:25,2.12,92.7,226.8,12.49,2.659
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 15:30,1.887,92.2,158.8,12.57,2.764
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 15:35,1.564,94,199.6,12.67,2.582
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 15:40,1.941,79.51,214.4,12.47,2.319
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 15:45,1.477,82,198,12.46,2.484
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 15:50,1.839,99.8,68.61,12.93,2.555
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 15:55,1.965,79.37,224.4,12.64,2.407
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 16:00,1.531,82.9,201.5,12.31,2.552
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 16:05,1.922,89.5,166.8,12.1,2.525
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 16:10,1.836,85.8,228,12.06,2.554
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 16:15,1.73,88.5,179.8,12.17,2.528
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 16:20,1.904,88,194.1,11.93,2.416
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 16:25,2.012,89.1,190.8,11.76,2.326
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 16:30,2.257,93.8,187.1,11.54,2.316
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 16:35,2.155,81.4,207.2,11.51,2.331
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 16:40,2.13,91.6,198.6,11.66,2.352
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 16:45,2.005,90.3,154.4,11.63,2.24
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 16:55,1.979,82.8,216.6,11.31,2.362
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 17:00,2.295,92.5,323.9,11.1,2.155
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-2? 17:10,2.314,83.1,286.1,10.88,2.147
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 07:15,,43.6,170.6,9.08,1.69
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 07:20,1.662,58.77,171.1,9.09,1.583
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 07:25,2.125,36.07,182.1,9.18,1.587
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 07:35,1.883,56.27,181.8,8.85,1.626
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 08:00,1.552,40.12,167.5,8.78,1.837
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 08:05,1.351,47.59,175.7,8.97,1.876
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 08:10,1.42,53.85,197.9,9.18,1.848
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 08:15,1.325,69.68,204.4,9.34,1.821
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 08:20,1.692,58.62,194.2,9.16,1.689
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 08:25,1.652,47.58,177.2,9.05,1.882
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 08:30,1.365,54.52,184.4,9.02,2.024
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 08:40,2.085,72.9,204.4,9.09,2.027
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 08:50,1.09,51.14,217.5,9.19,2.002
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 08:55,1.789,64.93,168.8,9.49,1.997
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 09:05,2.701,59.04,256.8,9.45,1.859
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 09:10,0.068,0,6.994,9.61,2.032
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 09:15,1.463,44.65,54.27,9.75,2.032
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 09:20,2.537,77.13,257.5,9.72,2.028
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 09:25,3.14,75.27,300.9,9.7,2.023
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 09:30,3.174,87.9,291.1,9.77,1.992
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 09:35,3.456,77.81,274.5,9.78,1.999
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 09:40,2.592,85.4,265.2,9.82,2.011
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 09:45,2.739,88.5,283.6,9.87,2.026
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 09:50,3.202,87.2,269,9.83,2.029
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 09:55,2.76,81.5,270.1,9.91,2.004
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 10:00,2.811,87.9,257.9,9.96,2.011
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 10:05,3.033,80.4,272.4,9.99,1.948
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 10:10,3.208,85.1,241.8,10.01,2.031
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 10:15,2.131,89,158,10.08,2.012
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 10:20,2.496,85.6,258.6,10.12,2.032
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 10:25,2.086,99.2,172,10.21,2.025
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 10:30,1.658,88.9,146.3,10.35,2.019
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 10:35,2.459,93.6,212.9,10.21,2.05
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 10:40,2.631,81.2,241.8,10.31,2.09
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 10:45,2.797,80.1,244.1,10.32,2.056
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 10:50,2.768,81.1,251.5,10.36,2.082
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 10:55,3.215,79.19,252.5,10.31,2.055
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 11:00,2.752,95.8,248.3,10.39,2.031
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 11:05,2.573,83,215.3,10.5,2.074
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 11:10,2.667,88.1,208.9,10.4,2.06
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 11:15,2.527,87.4,191.4,10.47,2.042
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 11:20,2.07,82.6,166,10.66,2.071
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 11:25,1.98,96.4,111.7,10.94,2.07
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 11:30,2.13,97.8,204.3,10.99,2.182
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 11:35,1.612,86.6,166.4,11.35,2.187
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 11:40,2.676,82.3,231.4,11.35,2.106
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 11:45,2.404,94.5,191.1,11.57,2.08
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 11:50,2.954,88.3,215.6,11.71,2.272
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 11:55,2.557,84.2,254.4,11.94,2.187
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 12:00,2.652,86.2,260.5,12.12,2.159
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 12:05,3.152,77.38,251.2,12.12,2.144
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 12:10,2.347,96.4,231.7,12.41,2.259
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 12:15,2.855,87.7,242.5,12.25,2.058
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 12:20,2.864,77.17,238.7,11.99,2.153
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 12:25,2.208,88.5,247.3,12.04,2.289
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 12:30,2.263,83.2,201.9,12.48,2.387
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 12:35,2.609,83,242.3,12.48,2.427
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 12:40,2.312,90.9,153.7,12.41,2.471
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 12:45,2.473,77.73,195.3,12.47,2.449
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 12:50,2.185,78.21,205.3,12.56,2.462
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 12:55,2.265,80.6,184.2,12.9,2.451
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 13:00,2.705,87.9,206.1,12.86,2.436
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 13:05,2.678,77.94,204.9,12.83,2.413
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 13:10,2.75,84.5,188.5,13.03,2.441
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 13:15,2.916,75.34,202.9,12.97,2.515
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 13:20,2.296,83.5,194.1,13.19,2.362
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 13:25,2.849,73.82,198.1,13.02,2.359
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 13:30,2.315,75.67,189.2,12.59,2.445
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 13:35,2.521,69.9,203.4,12.82,2.473
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 13:40,2.789,79.01,183.4,12.97,2.477
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 13:45,2.694,72.37,198.9,13.07,2.458
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 13:50,2.875,70.57,190.6,13.1,2.432
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 13:55,2.931,67.11,191.3,13.05,2.454
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 14:00,2.999,71.32,193.1,13.1,2.395
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 14:05,2.292,85.4,182.4,13.25,2.422
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 14:10,2.591,84.4,192.5,13.39,2.445
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 14:15,3.241,65.95,193.2,13.35,2.317
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 14:20,3.27,67.49,196.3,13.12,2.429
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 14:25,2.754,77.26,191.1,13.43,2.489
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 14:30,2.88,62.18,174.9,13.44,2.432
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 14:35,2.919,66.21,185.4,13.25,2.49
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 14:40,3.315,59.4,186.5,13.09,2.506
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 14:45,2.752,68.38,178.3,13.17,2.471
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 14:50,2.348,76.77,185.7,13.66,2.385
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 14:55,2.329,79.83,151.7,13.82,2.408
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 15:00,2.599,73.83,199.3,13.56,2.484
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 15:05,2.277,89.6,201.4,13.62,2.436
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 15:10,2.641,75.34,193.7,13.61,2.39
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 15:15,2.757,82,192.7,13.31,2.234
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 15:20,2.485,70.27,178.2,13.31,2.22
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 15:25,2.291,87.8,247.4,13.42,2.153
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 15:30,2.759,77.92,208.7,13.31,2.131
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 15:35,2.486,94.4,191.6,13.2,2.585
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 15:40,2.302,88.5,172.7,13.46,2.593
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 15:45,2.873,80.7,242.1,13.52,2.526
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 15:50,2.637,91.6,250.3,13.49,2.53
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 15:55,2.743,86.9,268.1,13.65,2.446
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 16:00,3.493,84.3,289.2,13.46,2.342
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 16:05,2.899,91.3,321.4,13.54,2.229
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 16:10,3.838,74.02,286.1,13.24,2.381
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 16:15,3.825,73.95,288.6,13.42,2.409
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 16:20,4.123,73.55,294.8,13.36,2.45
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 16:25,4.472,63.7,286.7,13.21,2.48
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 16:30,3.653,73.45,319.4,13.34,2.395
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 16:35,3.933,78.6,310.6,13.22,2.386
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 16:40,3.845,70.82,305.2,13.16,2.09
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 16:45,4.501,70.44,299.1,12.88,2.013
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 16:50,4.9,60.82,301.5,12.57,2.012
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 16:55,5.295,55.41,301,12.41,1.963
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 17:00,3.837,69.18,298.7,12.42,2.013
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 17:05,3.944,60.68,299.3,12.33,2
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 17:10,3.895,66.67,295.5,12.27,1.977
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 17:15,4.315,65.06,306.2,12.1,2.049
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 17:20,4.01,73.75,300.6,12.09,2.146
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 17:30,3.313,74,303,12.15,2.096
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 17:35,3.502,62.55,297.8,11.9,2.066
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 17:40,4.171,70.86,294.2,11.7,2.181
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 17:45,3.17,72.2,297.6,11.72,2.108
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 17:50,3.393,68.74,286.3,11.72,2.177
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-3? 17:55,3.085,62.77,282.3,11.75,2.098
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 06:45,1.469,61.8,181.5,9.36,1.607
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 06:50,1.261,29.61,166.2,9.39,1.696
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 07:15,1.512,60.79,185.1,9.57,1.658
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 07:20,1.463,11.27,198.9,9.74,2.033
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 07:25,2.057,39.62,161.4,9.8,1.802
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 07:30,1.313,61.01,189.9,10.06,2.02
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 07:35,2.129,28.82,162.7,10.04,1.883
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 07:40,0,0,0,9.88,2.032
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 07:45,2.942,15.93,165.4,9.93,2.027
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 07:50,3.316,21.69,169.5,9.78,1.991
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 07:55,2.823,17.54,167.8,9.9,2.003
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 08:00,2.511,22.88,165.7,10.06,2.025
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 08:05,3.18,19.79,165.5,10.21,2.029
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 08:10,2.771,31.88,168.6,10.24,2.023
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 08:15,2.98,26.52,165,10.18,2.04
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 08:20,2.94,17.82,165.7,10.26,2.01
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 08:25,3.593,20.07,167,10.24,2.028
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 08:30,2.84,37.6,168.8,10.09,2.011
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 08:35,2.731,42.52,163.7,10.09,1.992
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 08:40,2.533,38.83,164.1,10.21,2.022
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 08:45,3.01,25.71,165.8,10.48,2.022
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 08:50,2.445,34.03,162.9,10.73,2.013
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 08:55,2.553,40.03,168,10.68,1.994
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 09:00,2.214,34.62,158.7,10.59,2.04
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 09:05,2.178,32.9,161.8,10.95,2.055
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 09:10,1.97,36.62,161.9,11.25,2.032
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 09:15,2.378,29.94,163.2,11.43,2.054
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 09:20,1.909,37.51,149.1,11.55,2.048
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 09:25,2.59,26.16,167.9,11.48,2.043
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 09:30,2.83,21.89,169.7,11.41,2.087
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 09:35,2.615,28.86,155.2,11.44,2.216
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 09:40,2.333,34.59,166,11.71,2.215
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 09:45,2.52,31.21,157.1,11.86,2.222
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 09:50,2.598,29.6,169.3,11.92,2.159
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 09:55,2.39,38.87,160.9,12.05,2.091
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 10:00,2.218,39.01,166.1,12.13,2.152
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 10:05,2.424,28.2,166.4,12.27,2.171
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 10:10,2.06,45.96,169.3,12.29,2.246
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 10:15,1.396,52.7,155.3,12.7,2.094
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 10:20,2.054,63.06,178.1,12.98,2.055
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 10:25,2.409,51.22,175.4,12.68,2.083
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 10:30,1.965,66.59,168.7,12.89,2.17
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 10:35,2.301,50.78,162.7,12.72,2.245
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 10:40,2.234,53.52,169.7,12.65,2.286
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 10:45,2.384,51.09,169.4,12.79,2.39
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 10:50,2.174,57.38,158.7,13.16,2.348
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 10:55,2.194,71.06,178.1,13.16,2.379
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 11:00,1.833,76.61,163,12.99,2.363
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 11:05,1.936,71.57,164.2,13.28,2.372
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 11:10,1.675,71.21,192.3,13.29,2.374
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 11:15,1.841,85,198,13.56,2.252
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 11:20,2.173,63.29,220.6,13.13,2.377
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 11:25,2.078,73.39,179,13.19,2.575
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 11:30,2.054,83.3,197.8,13.11,2.573
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 11:35,1.933,78.94,186.2,13.04,2.534
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 11:40,2.022,78.38,195.4,13.18,2.52
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 11:45,2.318,80.5,210.9,13.36,2.498
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 11:50,2.054,84.9,213,13.53,2.748
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 11:55,2.084,88.7,205.8,13.6,2.882
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 12:00,2.042,92.5,238.7,13.73,2.555
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 12:05,2.569,74.01,285.8,13.65,2.515
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 12:10,2.238,94.8,281.5,13.7,2.546
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 12:15,2.324,94.5,293.6,13.78,2.549
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 12:20,1.861,102.3,259.2,13.87,2.501
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 12:25,2.027,97.9,19.01,13.84,2.603
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 12:30,2.381,82.4,265.3,13.87,2.591
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 12:35,2.154,101.8,270.5,14.12,2.602
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 12:40,2.596,82.5,290.8,14.01,2.566
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 12:45,2.685,82.8,291.6,13.69,2.363
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 12:50,2.349,90.9,246.5,13.78,2.558
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 12:55,2.669,84.7,263,13.65,2.565
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 13:00,2.258,84.3,196.1,13.55,2.509
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 13:05,2.249,87.5,226.7,13.55,2.467
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 13:10,2.064,92.2,188.7,13.67,2.511
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 13:15,2.166,82,210.2,13.72,2.552
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 13:20,2,91.8,188.8,13.71,2.58
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 13:25,2.221,80.5,197.7,13.78,2.582
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 13:30,2.126,88.8,220.2,13.71,2.603
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 13:35,2.015,91.7,184.5,13.87,2.511
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 13:40,1.969,87.1,175.2,14.05,2.518
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 13:45,2.25,92.7,252.5,13.98,2.449
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 13:50,2.626,87.3,228.2,13.66,2.44
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 13:55,1.898,84.7,163.7,13.78,2.643
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 14:00,2.279,74.95,195.1,13.95,2.644
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 14:05,2.199,81.7,237.3,14.06,2.654
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 14:10,1.832,85.2,179.1,14.08,2.53
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 14:15,2.217,85,218.7,14.07,2.5
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 14:20,1.714,94.8,142.8,14.08,2.837
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 14:25,2.034,84.2,231.1,14.31,2.799
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 14:30,2.116,84.1,195.6,14.15,2.633
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 14:35,2.105,75.65,202.1,13.75,2.465
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 14:40,1.642,91.5,163.5,13.89,2.59
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 14:45,1.648,82,157.8,14.39,2.426
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 14:50,1.968,68.03,174.2,14.26,2.876
SF04,"Lincoln High School","2162 24th Ave",5,2015-04-4? 14:55,2.231,74.3,201.6,14.07,3.105
